player-id,game-id,lineup-pos,start,pos,ab,r,h,rbi,bb,so,2b,3b,hr,sb,cs,sh,sf,hbp,po,a,e,pb,p-ip,p-h,p-r,p-er,p-bb,p-so,p-ab,p-bf,p-wp,p-hbp,p-bk,p-w,p-l,p-s
duvae001,200403021macalester,2,False,pr,0,1,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200403150macalester,8,False,pr,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200403150endicott,9,False,cf,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200403180pine-manor,9,True,rf,2,0,0,0,0,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200403190otterbein,7,False,pr,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200403311macalester,2,False,pr,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200404010macalester,9,False,ph,0,0,0,0,1,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200404031bethel-mn,8,False,pr,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200404032bethel-mn,7,True,dh,3,1,1,1,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200404091macalester,7,False,pr,0,1,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200404151macalester,5,False,pr,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200404152macalester,9,False,pr,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200404172concordia-m'head,7,True,lf,2,1,1,0,0,0,,,,,,,,1,1,0,2,,,,,,,,,,,,,,,
duvae001,200404280macalester,2,False,ph,0,1,0,0,1,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200404120gust-adolphus,5,False,pr,0,0,0,0,0,0,,,,1,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200404120gust-adolphus,2,False,cf,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200404070hamline,8,True,cf,2,0,0,0,0,1,,,,,,,,,1,0,,,,,,,,,,,,,,,,
duvae001,200404212macalester,2,False,ph,1,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
duvae001,200404231macalester,4,False,pr,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
