player-id,game-id,lineup-pos,start,pos,ab,r,h,rbi,bb,so,2b,3b,hr,sb,cs,sh,sf,hbp,po,a,e,pb,p-ip,p-h,p-r,p-er,p-bb,p-so,p-ab,p-bf,p-wp,p-hbp,p-bk,p-w,p-l,p-s
rosec001,200403022northwestern-stpaul,8,True,rf,2,0,0,0,0,0,,,,,,,,,0,0,1,,,,,,,,,,,,,,,
rosec001,200403140wm-paterson,7,True,dh,1,0,0,0,1,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200403150macalester,2,False,pr,0,1,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200403150endicott,4,False,c,1,0,0,0,0,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200403180macalester,2,False,pr,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200403180pine-manor,9,False,ph/rf,1,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200403190otterbein,8,True,rf,2,0,0,0,1,2,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200403190macalester,9,False,pr,0,0,0,0,0,0,,,,,1,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200403311macalester,5,False,ph,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404010macalester,6,True,dh,2,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404031bethel-mn,4,False,c,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404032bethel-mn,4,False,pr,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404041st-olaf,4,False,pr,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404042st-olaf,6,False,ph,1,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404091macalester,7,False,pr,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404092macalester,9,False,rf,1,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404152macalester,7,False,pr,0,1,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404171concordia-m'head,4,False,c,0,0,0,0,0,0,,,,,,,,,1,0,,,,,,,,,,,,,,,,
rosec001,200404172concordia-m'head,9,True,dh/pr,1,1,0,0,1,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404182st-catherine,5,False,pr,1,0,0,0,0,0,,,,,1,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404280macalester,4,False,pr,0,1,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404120gust-adolphus,9,True,rf,0,0,0,0,1,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404120gust-adolphus,4,False,c,1,0,0,0,0,1,,,,,,,,,1,0,,1,,,,,,,,,,,,,,
rosec001,200404070hamline,2,False,ph,1,0,0,0,0,1,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404070hamline,4,False,pr,0,0,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
rosec001,200404212macalester,4,False,pr,0,1,0,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
